form	lemma	POS	morph
མདོ་		
བྱིན་	བྱིན་	VERB
༔		PUNCT
ཁྱབ་འཇུག་	ཁྱབ་འཇུག་	OTHER
ཆེན་པོ་	ཆེན་པོ་	ADJ
ར་	ར་	ADP
ཧུ་	ཧུ་	NO_POS
མན་ཆད་	མན་ཆད་	ADV
ན་	ནས་	PART
༔		PUNCT
པི་	པི་	NO_POS
ཊི་		NON_WORD
པ་ཏྲ་	པ་ཏྲ་	OTHER
ལ་སོགས་	ལ་སོགས་	NO_POS
ཡན་	ཡན་	ADV
ཆན་	ཆན་	NO_POS
དུ་	ལ་	PART
༔		PUNCT
གཟའ་	གཟའ་	NOUN
ཡི་	གི་	PART
རིགས་	རིགས་	NOUN
སུ་	ལ་	PART
གྱུར་པ་	གྱུར་པ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
ལ་	ལ་	PART
༔		PUNCT
གསེར་སྐྱེམས་	གསེར་སྐྱེམས་	OTHER
འབུལ་	འབུལ་	NO_POS
ལོ་	གོ་	PART
སྐྱབས་	སྐྱབས་	NOUN
དང་	དང་	NO_POS
མགོན་	མགོན་	NOUN
མཛོད་	མཛོད་	NOUN
ཅིག་	ཅིག་	PART
༔		PUNCT
ཀྱཻ་		NON_WORD
༑		PUNCT
ནོར་བདག་	ནོར་བདག་	NOUN
གནོད་སྦྱིན་	གནོད་སྦྱིན་	NOUN
ཚོགས་	ཚོགས་	NOUN
རྣམས་	རྣམས་	DET
མགྲོན་	མགྲོན་	NOUN
དུ་	ལ་	PART
གཉེར་	གཉེར་	VERB
༔		PUNCT
ཞང་བློན་	ཞང་བློན་	NO_POS
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
བདུད་འདུལ་	བདུད་འདུལ་	OTHER
མན་ཆད་	མན་ཆད་	ADV
ན་	ནས་	PART
༔		PUNCT
གནོད་སྦྱིན་	གནོད་སྦྱིན་	NOUN
སྟོང་སྡེ་	སྟོང་སྡེ་	NO_POS
འི་	གི་	PART
ཚོགས་	ཚོགས་	NOUN
རྣམས་	རྣམས་	DET
ཡན་ཆད་	ཡན་ཆད་	ADV
དུ་	ལ་	PART
༔		PUNCT
གནོད་སྦྱིན་	གནོད་སྦྱིན་	NOUN
རིགས་	རིགས་	NOUN
སུ་	ལ་	PART
གྱུར་པ་	གྱུར་པ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
ལ་	ལ་	PART
༔		PUNCT
གསེར་སྐྱེམས་	གསེར་སྐྱེམས་	OTHER
འབུལ་	འབུལ་	NO_POS
ལོ་	གོ་	PART
ཅི་	ཅི་	NO_POS
བསམ་	བསམ་	NOUN
འགྲུབ་པ་	འགྲུབ་པ་	VERB
ར་	ལ་	PART
མཛོད་	མཛོད་	NOUN
༔		PUNCT
ཀྱཻ་		NON_WORD
༑		PUNCT
ནག་པོ་	ནག་པོ་	ADJ
ཀླུ་	ཀླུ་	NOUN
ཡི་	གི་	PART
ཚོགས་	ཚོགས་	NOUN
རྣམས་	རྣམས་	DET
མགྲོན་	མགྲོན་	NOUN
དུ་	ལ་	PART
གཉེར་	གཉེར་	VERB
༔		PUNCT
ཀླུ་བདུད་	ཀླུ་བདུད་	OTHER
ནཱ་ག་	ནཱ་ག་	X
རཀྵ་		NON_WORD
མན་ཆད་	མན་ཆད་	ADV
ན་	ནས་	PART
༔		PUNCT
ཀླུ་	ཀླུ་	NOUN
ཕྲན་	ཕྲན་	OTHER
སིལ་མ་	སིལ་མ་	NOUN
འི་	གི་	PART
ཚོགས་	ཚོགས་	NOUN
རྣམས་	རྣམས་	DET
ཡན་ཆད་	ཡན་ཆད་	ADV
དུ་	ལ་	PART
༔		PUNCT
ཀླུ་	ཀླུ་	NOUN
ཡི་	གི་	PART
རིགས་	རིགས་	NOUN
སུ་	ལ་	PART
གྱུར་པ་	གྱུར་པ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
ལ་	ལ་	PART
༔		PUNCT
གསེར་སྐྱེམས་	གསེར་སྐྱེམས་	OTHER
འབུལ་	འབུལ་	NO_POS
ལོ་	གོ་	PART
རྐྱེན་	རྐྱེན་	NOUN
དང་བ་	དང་བ་	NOUN
ར་	ལ་	PART
ཆད་	ཆད་	VERB
བསྲུངས་	བསྲུངས་	NO_POS
༔		PUNCT
ཀྱཻ་		NON_WORD
༑		PUNCT
འགྱོགས་་	འགྱོགས་པ་	NO_POS
བཙན་	བཙན་	VERB
གྱི་	གི་	PART
རིགས་	རིགས་	NOUN
རྣམས་	རྣམས་	DET
མགྲོན་	མགྲོན་	NOUN
དུ་	ལ་	PART
གཉེར་	གཉེར་	VERB
༔		PUNCT
བཙན་རྒོད་	བཙན་རྒོད་	NO_POS
རྦེད་		NON_WORD
གདོང་	གདོང་	NOUN
ལྕམ་དྲལ་	ལྕམ་དྲལ་	NOUN
མན་ཆད་	མན་ཆད་	ADV
ན་	ནས་	PART
༔		PUNCT
ཡ་མ་	ཡ་མ་	NO_POS
སྐྱབས་	སྐྱབས་	NOUN
བདུན་	བདུན་	NUM
འཁོར་བཅས་	འཁོར་བཅས་	ADJ
ཡན་ཆད་	ཡན་ཆད་	ADV
དུ་	ལ་	PART
༔		PUNCT
བཙན་	བཙན་	VERB
གྱིས་	གིས་	PART
རིགས་	རིགས་	NOUN
སུ་	ལ་	PART
གྱུར་པ་	གྱུར་པ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
ལ་	ལ་	PART
༔		PUNCT
གསེར་སྐྱེམས་	གསེར་སྐྱེམས་	OTHER
འབུལ་	འབུལ་	NO_POS
ལོ་	གོ་	PART
མགོན་	མགོན་	NOUN
དང་	དང་	NO_POS
སྐྱབས་	སྐྱབས་	NOUN
གཉེན་	གཉེན་	NOUN
མཛོད་	མཛོད་	NOUN
༔		PUNCT
ཀྱཻ་		NON_WORD
༑		PUNCT
སྲོག་	སྲོག་	NOUN
བདག་	བདག་	PRON
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ཚོགས་	ཚོགས་	NOUN
རྣམས་	རྣམས་	DET
མགྲོན་	མགྲོན་	NOUN
དུ་	ལ་	PART
གཉེར་	གཉེར་	VERB
༔		PUNCT
དགྲ་ལྷ་	དགྲ་ལྷ་	NOUN
དཔེ་	དཔེ་	NOUN
དཀ་	དཀའ་	VERB
ར་	ལ་	PART
ཆེན་པོ་	ཆེན་པོ་	ADJ
མན་ཆད་	མན་ཆད་	ADV
ན་	ནས་	PART
༔		PUNCT
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
སིལ་མ་	སིལ་མ་	NOUN
དྲུག་ཅུ་	དྲུག་ཅུ་	NUM
ཡན་ཆད་	ཡན་ཆད་	ADV
དུ་	ལ་	PART
༔		PUNCT
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
འི་	གི་	PART
རིགས་	རིགས་	NOUN
སུ་	ལ་	PART
གྱུར་པ་	གྱུར་པ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
ལ་	ལ་	PART
།		PUNCT
གསེར་སྐྱེམས་	གསེར་སྐྱེམས་	OTHER
འབུལ་	འབུལ་	NO_POS
ལོ་	གོ་	PART
མཐུན་	མཐུན་	VERB
རྐྱེན་	རྐྱེན་	NOUN
གྲུབ་	གྲུབ་	VERB
ཏུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
༔		PUNCT
ཀྱཻ་		NON_WORD
༑		PUNCT
གཉན་	གཉན་	OTHER
གྱིས་	གིས་	PART
རིགས་	རིགས་	NOUN
རྣམས་	རྣམས་	DET
མ་	མ་	PART
ལུས་	ལུས་	NOUN
མགྲོན་	མགྲོན་	NOUN
དུ་	ལ་	PART
གཉེར་	གཉེར་	VERB
༔		PUNCT
གཉན་	གཉན་	OTHER
ཆེན་	ཆེན་	NO_POS
ཐང་ལྷ་	ཐང་ལྷ་	PROPN
ཡཱ་	ཡཱ་	NO_POS
ཞུ་	ཞུ་	VERB
མན་ཆད་	མན་ཆད་	ADV
ན་	ནས་	PART
༔		PUNCT
དམན་	དམན་	VERB
ཆེན་	ཆེན་	NO_POS
སྤོམ་	སྤོམ་	NO_POS
ར་	ར་	ADP
འཁོར་བཅས་	འཁོར་བཅས་	ADJ
ཡན་ཆད་	ཡན་ཆད་	ADV
དུ་	ལ་	PART
༔		PUNCT
གཉན་	གཉན་	OTHER
གྱིས་	གིས་	PART
རིགས་	རིགས་	NOUN
སུ་	ལ་	PART
རྟོགས་པ་	རྟོགས་པ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
ལ་	ལ་	PART
༔		PUNCT
གསེར་སྐྱེམས་	གསེར་སྐྱེམས་	OTHER
འབུལ་	འབུལ་	NO_POS
ལོ་བདག་	ལོ་བདག་	NO_POS
གིས་	གིས་	PART
གཏོང་	གཏོང་	VERB
གྲོག་	གྲོག་	NOUN
མཛོད་	མཛོད་	NOUN
༔		PUNCT
བདག་	བདག་	PRON
ལྷ་	ལྷ་	NOUN
ར་	ལ་	PART
གསལ་བ་	གསལ་བ་	VERB
འི་	གི་	PART
ཐུགས་	ཐུགས་	NOUN
ཁ་	ཁ་	PRON
འི་	གི་	PART
ཧཱུཾ་		NON_WORD
ལ་	ལ་	ADP
ས་	གིས་	PART
བྷྲུཾ་		NON_WORD
ཁ་མདོག་	ཁ་མདོག་	NO_POS
སྣ་	སྣ་	NOUN
ལྔ་པ་	ལྔ་པ་	NUM
ཞིག་	ཅིག་	PART
འཕྲོ་	འཕྲོ་	NOUN
ས་	གིས་	PART
སྟེ་	སྟེ་	PART
སྒྲུབ་	སྒྲུབ་	VERB
རྫ་	རྫ་	NOUN
རྣམས་	རྣམས་	DET
ལ་	ལ་	PART
ཕོག་	ཕོག་	VERB
དེ་ལས་	དེ་ལས་	NO_POS
འོད་ཟེར་	འོད་ཟེར་	NOUN
འཕྲོ་	འཕྲོ་	NOUN
ས་	གིས་	PART
འཕགས་པ་	འཕགས་པ་	VERB
མཆོད་	མཆོད་	VERB
ཚུ་		
འདུ་	འདུ་	VERB
སེམས་ཅན་	སེམས་ཅན་	NOUN
རྣམས་	རྣམས་	DET
ལ་	ལ་	PART
ཕོག་	ཕོག་	VERB
འགྲོ་བ་	འགྲོ་བ་	VERB
འི་	གི་	PART
སྡིག་སྒྲིབ་	སྡིག་སྒྲིབ་	NOUN
སྦྱངས་	སྦྱངས་	VERB
།		PUNCT
མི་	མི་	PART
དམིགས་པ་	དམིགས་པ་	VERB
ར་	ལ་	PART
གྱུར་	གྱུར་	VERB
།		PUNCT
སྟོང་ཉིད་	སྟོང་ཉིད་	NOUN
དེ་	དེ་	DET
འི་	གི་	PART
ངང་	ངང་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
བྷྲུཾ་		NON_WORD
བྷི་		NON_WORD
ཤྭ་	ཤྭ་	NO_POS
བི་	བི་	NO_POS
ཤུདྡྷེ་		NON_WORD
རཏྣ་		NON_WORD
མཎྜལ་		NON_WORD
བྷྲུཾ་		NON_WORD
།		PUNCT
བྷྲུཾ་		NON_WORD
འོད་	འོད་	NOUN
དུ་	ལ་	PART
ཞུ་བ་	ཞུ་བ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
རིན་པོ་ཆེ་	རིན་པོ་ཆེ་	ADJ
འི་	གི་	PART
གཞལ་ཡས་	གཞལ་ཡས་	ADJ
ཁང་	ཁང་	NOUN
སྒོ་	སྒོ་	NOUN
བཞི་	བཞི་	NUM
གྲུ་བཞི་	གྲུ་བཞི་	ADJ
རྟ་	རྟ་	NOUN
བབ་	བབ་	VERB
བཞི་	བཞི་	NUM
ལྡན་	ལྡན་	VERB
།		PUNCT
རྩིག་པ་	རྩིག་པ་	VERB
ལྔ་ལྡན་	ལྔ་ལྡན་	OTHER
འཕའ་		NON_WORD
དགུ་མདའ་	དགུ་མདའ་	NO_POS
གཡབ་	གཡབ་	VERB
ཤ་	ཤ་	VERB
བུ་ཆོས་	བུ་ཆོས་	OTHER
འཁོར་	འཁོར་	NOUN
གདུགས་	གདུགས་	NOUN
ཏོག་	ཏོག་	NOUN
རི་དྭགས་	རི་དྭགས་	NOUN
ཟུང་	ཟུང་	VERB
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
འི་	གི་	PART
དབུ་	དབུ་	NOUN
སུ་	ལ་	PART
པདྨ་	པདྨ་	NOUN
འདབ་	འདབ་	OTHER
བཞི་	བཞི་	NUM
འི་	གི་	PART
མཐ་	མཐའ་	NOUN
ར་	ལ་	PART
པད་འདབ་	པད་འདབ་	NO_POS
བརྒྱད་	བརྒྱད་	NUM
གདན་	གདན་	NOUN
ཉི་ཟླ་	ཉི་ཟླ་	NOUN
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
ར་	ལ་	PART
སྐྱེད་	སྐྱེད་	VERB
།		PUNCT
བདག་	བདག་	PRON
གི་	གི་	PART
ཐུགས་	ཐུགས་	NOUN
ཁ་	ཁ་	PRON
ན་	ནས་	PART
ཨོཾ་	ཨོཾ་	X
ཨཱཿ་		NON_WORD
ཧཱུཾ་		NON_WORD
སྭཱ་		NON_WORD
ཧཱ་		NON_WORD
།		PUNCT
ལཾ་		NON_WORD
མ་མ་	མ་མ་	NOUN
མ་མ་	མ་མ་	NOUN
།		PUNCT
ཨཱོཾ་		NON_WORD
ཨཱོཾ་		NON_WORD
ཨཱོཾ་		NON_WORD
ཨཱོཾ་		NON_WORD
།		PUNCT
བཱ་	བཱ་	NO_POS
བཱ་	བཱ་	NO_POS
བཱ་	བཱ་	NO_POS
བཱ་	བཱ་	NO_POS
།		PUNCT
ཛ་	ཛ་	OTHER
ཧཱུཾ་		NON_WORD
བཾ་		NON_WORD
ཧོཿ་		NON_WORD
ཞེ་	ཅེས་	PART
འཕགས་པ་	འཕགས་པ་	VERB
རྣམས་	རྣམས་	DET
མཆོད་	མཆོད་	VERB
འོད་ཟེར་	འོད་ཟེར་	NOUN
ཚུ་		
བསྡུ་	བསྡུ་	VERB
ལྷ་	ལྷ་	NOUN
སོ་སོ་	སོ་སོ་	PRON
འི་	གི་	PART
ཕྱག་མཚན་	ཕྱག་མཚན་	NOUN
དུ་	ལ་	PART
གྱུར་	གྱུར་	VERB
དེ་དག་	དེ་དག་	OTHER
འོད་	འོད་	NOUN
དུ་	ལ་	PART
ཞུ་བ་	ཞུ་བ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
ཆུ་	ཆུ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
ཉ་	ཉ་	NOUN
ལྟ་	ལྟ་	OTHER
ལྷ་ཚོགས་	ལྷ་ཚོགས་	NOUN
རྣམས་	རྣམས་	DET
དབུ་	དབུ་	NOUN
སུ་	ལ་	PART
ཀུན་བཟང་	ཀུན་བཟང་	ADJ
ཡབ་ཡུམ་	ཡབ་ཡུམ་	NOUN
།		PUNCT
མདུན་	མདུན་	NOUN
དུ་	ལ་	PART
སྣང་	སྣང་	VERB
མཛད་	མཛད་	VERB
།		PUNCT
ཤ་	ཤ་	VERB
རྡོ་		
སེམས་	སེམས་	NOUN
།		PUNCT
ལྷོ་	ལྷོ་	NOUN
རིན་ཆེན་	རིན་ཆེན་	OTHER
འབྱུང་	འབྱུང་	VERB
།		PUNCT
ནུབ་	ནུབ་	ADV
སྣང་	སྣང་	VERB
མཐའ་	མཐའ་	NOUN
།		PUNCT
བྱང་	བྱང་	NOUN
དོན་	དོན་	NOUN
འགྲུབ་	འགྲུབ་	VERB
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
ཕྱོགས་	ཕྱོགས་	NOUN
བཞི་	བཞི་	NUM
ར་	ལ་	PART
ཡུམ་	ཡུམ་	NOUN
ཆེན་	ཆེན་	NO_POS
།		PUNCT
ཤ་	ཤ་	VERB
དུ་	ལ་	PART
དཀར་མོ་	དཀར་མོ་	ADJ
དབུ་	དབུ་	NOUN
དགུ་	དགུ་	NUM
མ་	མ་	PART
།		PUNCT
ལྷོ་	ལྷོ་	NOUN
ར་	ལ་	PART
མཚོ་	མཚོ་	NOUN
སྨན་	སྨན་	NOUN
རྒྱལ་མོ་	རྒྱལ་མོ་	OTHER
།		PUNCT
ནུབ་	ནུབ་	ADV
ཏུ་	ལ་	PART
ནག་མོ་	ནག་མོ་	ADJ
རིམས་བདག་	རིམས་བདག་	NO_POS
མོ་	གོ་	PART
།		PUNCT
བྱང་	བྱང་	NOUN
དུ་	ལ་	PART
སྨུག་	སྨུག་	OTHER
མོ་	གོ་	PART
དབུ་	དབུ་	NOUN
ལྔ་	ལྔ་	NUM
མ་	མ་	PART
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
ཕྱོགས་	ཕྱོགས་	NOUN
བཞི་	བཞི་	NUM
ར་	ལ་	PART
རྒྱལ་ཆེན་	རྒྱལ་ཆེན་	NOUN
བཞི་	བཞི་	NUM
།		PUNCT
ཟུར་	ཟུར་	NOUN
བཞི་	བཞི་	NUM
ར་	ལ་	PART
ལས་མཁན་	ལས་མཁན་	NO_POS
བཞི་	བཞི་	NUM
།		PUNCT
སྒོ་	སྒོ་	NOUN
བཞི་	བཞི་	NUM
ར་	ལ་	PART
སྒོ་མ་	སྒོ་མ་	NO_POS
བཞི་	བཞི་	NUM
དང་	དང་	NO_POS
།		PUNCT
བྱང་ཤར་	བྱང་ཤར་	OTHER
མཚམས་	མཚམས་	NOUN
སུ་	ལ་	PART
དཔལ་ལྡན་	དཔལ་ལྡན་	ADJ
འདོད་ཁམས་	འདོད་ཁམས་	NOUN
ཀྱི་	གི་	PART
བདག་མོ་	བདག་མོ་	NOUN
རེ་	རེ་	DET
མ་ཏི་	མ་ཏི་	PROPN
འཁོར་	འཁོར་	NOUN
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
ར་	ལ་	PART
སྐྱེད་	སྐྱེད་	VERB
།		PUNCT
གཙོ་འཁོར་	གཙོ་འཁོར་	OTHER
དེ་	སྟེ་	PART
རྣམས་	རྣམས་	DET
གྱི་	གི་	PART
སྤྱི་བོ་	སྤྱི་བོ་	NOUN
ར་	ལ་	PART
ཨོཾ་	ཨོཾ་	X
།		PUNCT
མགྲིན་པ་	མགྲིན་པ་	NOUN
ར་	ལ་	PART
ཨཱཿ་		NON_WORD
ཐུགས་	ཐུགས་	NOUN
ཁ་	ཁ་	PRON
ར་	ལ་	PART
ཧཱུཾ་		NON_WORD
དེ་ལས་	དེ་ལས་	NO_POS
འོད་ཟེར་	འོད་ཟེར་	NOUN
འཕྲོས་པ་	འཕྲོས་པ་	VERB
ས་	གིས་	PART
རང་བཞིན་	རང་བཞིན་	NOUN
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ཀྱི་	གི་	PART
གནས་	གནས་	NOUN
ན་	ནས་	PART
བཛྲ་	བཛྲ་	NO_POS
ས་	ས་	ADP
མཱ་	མཱ་	NO_POS
ཛ་	ཛ་	OTHER
༔		PUNCT
ཨོཾ་	ཨོཾ་	X
ཨཱཿ་		NON_WORD
ཧཱུཾ་		NON_WORD
།		PUNCT
ཨོཾ་	ཨོཾ་	X
ཧཱུཾ་		NON_WORD
སྭཱ་		NON_WORD
ཨཾ་		NON_WORD
ཨཱཿ་		NON_WORD
དབང་	དབང་	NOUN
བསྐུར་	བསྐུར་	NO_POS
སྤྱི་	སྤྱི་	DET
ལྟ་	ལྟ་	OTHER
མཛད་	མཛད་	VERB
དགོས་	དགོས་	VERB
གཞུང་	གཞུང་	NOUN
ན་	ལ་	PART
གསལ་	གསལ་	VERB
།		PUNCT
ཕྱོགས་	ཕྱོགས་	NOUN
བཅུ་	བཅུ་	NUM
ན་	ལ་	PART
བཞུགས་པ་	བཞུགས་པ་	VERB
འི་	གི་	PART
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
དང་	དང་	NO_POS
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
སེམས་	སེམས་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
བདག་	བདག་	PRON
ལ་	ལ་	PART
དགོངས་	དགོངས་	VERB
སུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
།		PUNCT
ཇི་སྲིད་	ཇི་སྲིད་	PRON
ནམ་མཁ་	ནམ་མཁའ་	NOUN
འི་	གི་	PART
མཐའ་	མཐའ་	NOUN
དང་	དང་	NO_POS
མཉམ་པ་	མཉམ་པ་	VERB
འི་	གི་	PART
སེམས་ཅན་	སེམས་ཅན་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱི་	གི་	PART
ཁམས་	ཁམས་	NOUN
རྣམས་	རྣམས་	DET
མི་	མི་	PART
གནས་པ་	གནས་པ་	VERB
འི་	གི་	PART
མྱ་ངན་	མྱ་ངན་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
འདས་པ་	འདས་པ་	VERB
འི་	གི་	PART
ས་	ས་	ADP
ལ་མ་	ལ་མ་	NO_POS
བཞག་	བཞག་	VERB
གི་	གི་	PART
བ་	བ་	NOUN
བརྟན་པ་	བརྟན་པ་	VERB
ར་	ལ་	PART
བཞུགས་	བཞུགས་	VERB
སུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
།		PUNCT
བྱེ་བྲག་	བྱེ་བྲག་	NOUN
ཏུ་	ལ་	PART
སྐུ་གསུང་ཐུགས་	སྐུ་གསུང་ཐུགས་	NOUN
ཀྱི་	གི་	PART
རྟེན་	རྟེན་	NOUN
འདི་དག་	འདི་དག་	NO_POS
འབྱུང་བ་	འབྱུང་བ་	VERB
ཆེན་པོ་	ཆེན་པོ་	ADJ
བཞི་	བཞི་	NUM
འི་	གི་	PART
གནོད་པ་	གནོད་པ་	VERB
མ་	མ་	PART
འབྱུང་བ་	འབྱུང་བ་	VERB
ར་	ལ་	PART
དུ་	ལ་	PART
བཞུགས་	བཞུགས་	VERB
ན་	ནས་	PART
།		PUNCT
གང་	གང་	NO_POS
གི་	གི་	PART
མཐོང་བ་	མཐོང་བ་	VERB
དང་	དང་	NO_POS
ཐོས་པ་	ཐོས་པ་	VERB
དང་	དང་	NO_POS
རེག་པ་	རེག་པ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
བླ་	བླ་	NOUN
ན་	ལ་	PART
མེད་པ་	མེད་པ་	VERB
འི་	གི་	PART
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
ཀྱི་	གི་	PART
ལམ་	གམ་	PART
ལ་	ལ་	PART
འགོད་པ་	འགོད་པ་	VERB
ར་	ལ་	PART
མཛད་	མཛད་	VERB
དུ་	ལ་	PART
གསོལ་	གསོལ་	VERB
།		PUNCT
ཡེ་	ཡེ་	ADV
དྷར་		NON_WORD
༴		PUNCT
སུ་	ལ་	PART
པྲ་	པྲ་	NOUN
ཏིཥྛ་		NON_WORD
བཛྲ་	བཛྲ་	NO_POS
སྭཱ་		NON_WORD
ཧཱ་		NON_WORD
།།		PUNCT
